danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
0.7041317096838311,0.3652497148036859,-21.50146789522268,0.1098669245967685,0.1275071016817644,0.07244980381089042,0.4305472959414521,0.2561377808826513,60.0,174301,86
0.6447717257810859,0.36580056457338833,-17.990614914810177,0.09765174049636921,0.3578215560671413,0.3049971737533816,0.2976211406413306,0.601362415009935,114.46066028522604,266676,6
0.6850862521430592,0.6995440508849363,-5.644016279688605,0.09224827892971912,0.19353784762153622,0.12601031091158674,0.5424447309253585,0.377513815773446,154.77487013010932,211340,90
0.5047279391493802,0.632413454135287,-29.584135922614195,0.06729247746933954,0.3199703921083941,0.08684098767429395,0.1922862673632969,0.9375465141316687,123.5369835370951,212954,76
0.8961500779674313,0.38400822154677977,-10.518635392901327,0.07521683720353625,0.264122651414221,0.010441203856691034,0.4029321399050928,0.4047403283371518,153.30079529078083,281973,50
0.46587418975658984,0.8054358674061719,-9.93370406877944,0.040713028442218226,0.08699303958123515,0.09373624014889877,0.1864599748936892,0.29206985822589854,151.15903039693058,298822,16
0.787983138871396,0.6575779559028865,-6.0403265893009035,0.07325383089290653,0.35583087050653983,0.2578342217035425,0.4207465382985311,0.3653349325030796,88.13697815287173,92329,31
0.5570579753082402,0.28157925469814293,-2.017411828190604,0.022009309080150058,0.4407533792366993,0.14299807414338644,0.13355427790947577,0.49315767799103455,131.49986541032638,212273,25
0.6111141042092154,0.7166071316521282,-29.395864531521305,0.16356504660217097,0.3369661023506232,0.2677138130842156,0.4688978999964989,0.41155455099844573,163.13214142423362,135384,21
0.7829657913549996,0.6943422687634138,-25.386488834603515,0.020552093908722244,0.5292535485431875,0.10218625115792469,0.20230993630460353,0.5924039034350945,95.03373274130483,196792,12
0.855443167608288,0.7373820228920104,-3.4148611783202085,0.008879437273439632,0.3393430997282357,0.018913025280017252,0.10942766238047077,0.2672798373196147,95.34063519869143,219595,11
0.43865955601357653,0.5395214857797682,-16.244443134389538,0.057313733959968194,0.016108664847518075,0.002060058473798736,0.34215805687930556,0.30146314113231043,99.56997326244964,198708,70
0.6857230738327964,0.49159334850679626,-13.062280831996095,0.10738438921378873,0.3700401819965376,0.05419273589389286,0.14139131186083112,0.4944851470489081,142.26046463725518,158483,0
0.6672770407917512,0.635580064353442,-10.109183888305578,0.05757496857634068,0.3093305217887313,0.17959450661597806,0.25285538991593864,0.21661659705907246,127.10964282158984,155439,32
0.4383788804693165,0.3513103546328398,-9.628001865130878,0.03240060481754766,0.03437692998017594,0.23428292288826671,0.3222830089895771,0.6649820930422512,71.60569172900937,263676,13
0.7214378420475358,0.5504317067520821,-2.047787900504754,0.0816832765791855,0.4080696401915166,0.05259388458806213,0.10537182987726604,0.3269563825071408,128.52365308792332,312088,63
0.46896233452449776,0.536472477248339,-0.09151747764991058,0.042618172614732344,0.28691050458305867,0.10267388724645916,0.061527381629047834,0.45290594247886146,113.70212667822106,96371,42
0.6178444492472739,0.5634067855229271,-8.395276172071792,0.2701089832665207,0.6273568756267822,0.08199872763234609,0.2759317012073095,0.23473778652623709,117.19310328374578,200342,57
0.5839880514046059,0.6475112230655737,-21.383363723845477,0.2559351867525707,0.13000318586576287,0.0792778815076406,0.20005314433190885,0.19381503542203052,99.07449758897212,263917,40
0.6094677990394456,0.3981100022424135,-3.607427931169692,0.06979021072718165,0.3683496292231813,0.03946768132817658,0.08754884235959709,0.737882969172676,128.70645553785332,218043,80
0.5450767725054337,0.8461510976193068,-28.52337256377715,0.03973243254084573,0.20681781732201704,0.02199181832371732,0.22385360028996598,0.39983210826093163,146.26145700767395,153178,67
0.7588010141018279,0.7515884109000353,-23.067574413765115,0.13361048487108293,0.5017603426553671,0.032851918867062395,0.1654641172507722,0.2961730000304934,103.950840816688,191332,38
0.42837020973233425,0.6307573708825692,-3.078428476088554,0.003740382591535727,0.25704534872496765,0.008538321871311877,0.18757445771813358,0.6582436314338461,77.93859922657705,238129,0
0.6875247458487521,0.28983749896156086,-22.31425456681935,0.06439171246687818,0.6041340990775811,0.03312145562023935,0.16703648624594106,0.8893370021659478,112.42214196208212,201568,40
0.5609655077543252,0.7552384891378232,-23.380468211347544,0.04099602877117508,0.07846811578243269,0.0013865230991334542,0.3671663795970783,0.4541679913373497,138.90716821505572,217121,44
0.6186987950275246,0.447201448679965,-25.856241205792582,0.25324497441644933,0.29559458383927883,0.14803047937630442,0.28039829656665505,0.6430879769161152,109.47424135343762,218850,87
0.6816003611976932,0.8980664730658559,-4.226647270592505,0.0012075645280140085,0.36847770164693944,0.057051952985717615,0.12079812007953628,0.6921531557264026,82.56127597099598,188543,97
0.5157327717178418,0.48734323123327694,-14.998252224267398,0.08047826218231986,0.39310715634519816,0.5425938765123482,0.08818442451663705,0.5721892287534823,139.08107122298452,268994,97
0.6042768584479807,0.4280185287266211,-9.753203908375356,0.13496291453419673,0.529186384271065,0.03229808166794911,0.38074684243141427,0.4132552047798566,155.38370367495781,191350,87
0.6313247455241365,0.5455785367346204,-22.82800847774911,0.0663623306159519,0.3099658259229942,0.06365787554471881,0.6150246703183273,0.8219064116963498,120.5003887527731,159671,78
0.5224150209173339,0.45443626255761876,-7.258787369663505,0.008927178086526872,0.0567761306426929,0.06643793841725508,0.19316146087387848,0.31155706462327776,79.85522850046004,353778,80
0.5612547000446482,0.4948550959137193,-7.1998336511370455,0.35921662600092563,0.15550031250253407,0.0012731118695036583,0.23469999500399852,0.7585252180678576,112.0542364495114,215332,12
0.6731504669314154,0.40460164411549404,-20.622059252750997,0.07298328070248494,0.09499418317274608,0.2741465073991549,0.26457234187716877,0.4167005819868235,123.78847202063177,63992,70
